site_group	site_name	recon_name	recon_originator	recon_citation	recon_link	base_name	base_originator	base_link	col_name	lat	lon
"USA,  NE"	Ponca Creek At Verdel Nebr.	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06453600	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06453600&agency_cd=USGS	usgs_06453600	42.81099444	-98.17585833
"USA,  NE"	Plum Creek At Meadville Ne	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06462500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06462500&agency_cd=USGS	usgs_06462500	42.7536108	-99.8640083
"USA,  ND"	Maple R At Nd-Sd State Line	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06471200	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06471200&agency_cd=USGS	usgs_06471200	45.93886156	-98.45260044
"USA,  SD"	Firesteel Cr Near Mount Vernon Sd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06477500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06477500&agency_cd=USGS	usgs_06477500	43.7764	-98.24567222
"USA,  SD"	Little Vermillion R Near Salem Sd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06478540	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06478540&agency_cd=USGS	usgs_06478540	43.79414437	-97.3675641
"USA,  SD"	Big Sioux R Near Watertown Sd	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06479438	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06479438&agency_cd=USGS	usgs_06479438	45.0060753	-97.1650756
"USA,  NE"	Omaha Cr At Homer Nebr	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06601000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06601000&agency_cd=USGS	usgs_06601000	42.32158056	-96.48768333
"USA,  CO"	Michigan River Near Cameron Pass Co.	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06614800	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06614800&agency_cd=USGS	usgs_06614800	40.49609409	-105.865012
"USA,  WY"	North Brush Creek Near Saratoga Wy	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06622700	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06622700&agency_cd=USGS	usgs_06622700	41.37024471	-106.5205815
"USA,  WY"	Rock Creek Ab King Canyon Canal Nr Arlington Wy	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06632400	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06632400&agency_cd=USGS	usgs_06632400	41.58524549	-106.2227909
"USA,  NE"	Middle Loup River At Dunning Nebr.	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06775500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06775500&agency_cd=USGS	usgs_06775500	41.83124444	-100.1007778
"USA,  NE"	Mud Creek Near Sweetwater Ne	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06783500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06783500&agency_cd=USGS	usgs_06783500	41.03795278	-98.99278056
"USA,  NE"	South Loup R At St. Michael Nebr.	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06784000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06784000&agency_cd=USGS	usgs_06784000	41.03244444	-98.74053333
"USA,  NE"	Little Salt Creek Near Lincoln Nebr.	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06803510	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06803510&agency_cd=USGS	usgs_06803510	40.89311389	-96.68155278
"USA,  NE"	Rock Creek Near Ceresco Nebr.	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06803530	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06803530&agency_cd=USGS	usgs_06803530	41.01569722	-96.54428333
"USA,  KS"	Turkey C Nr Seneca Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06814000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06814000&agency_cd=USGS	usgs_06814000	39.94777732	-96.10861492
"USA,  KS"	Beaver C At Cedar Bluffs Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06846500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06846500&agency_cd=USGS	usgs_06846500	39.98500557	-100.560148
"USA,  NE"	Beaver Creek Near Beaver City Nebr.	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06847000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06847000&agency_cd=USGS	usgs_06847000	40.12000694	-99.8934567
"USA,  KS"	Prairie Dog C Ab Keith Sebelius Lake Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06847900	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06847900&agency_cd=USGS	usgs_06847900	39.76984922	-100.1007792
"USA,  KS"	White Rock C Nr Burr Oak Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06853800	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06853800&agency_cd=USGS	usgs_06853800	39.89924944	-98.25042485
"USA,  KS"	Salt C Nr Ada Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06876700	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06876700&agency_cd=USGS	usgs_06876700	39.13906876	-97.83695994
"USA,  KS"	Chapman C Nr Chapman Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06878000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06878000&agency_cd=USGS	usgs_06878000	39.031109	-97.0402922
"USA,  KS"	Black Vermillion R Nr Frankfort Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06885500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06885500&agency_cd=USGS	usgs_06885500	39.68192405	-96.44289431
"USA,  KS"	Mill C Nr Paxico Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06888500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06888500&agency_cd=USGS	usgs_06888500	39.06265453	-96.15025179
"USA,  KS"	Soldier C Nr Delia Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06889200	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06889200&agency_cd=USGS	usgs_06889200	39.23833024	-95.88859924
"USA,  KS"	Soldier C Nr Topeka Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06889500	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06889500&agency_cd=USGS	usgs_06889500	39.09938003	-95.72495226
"USA,  KS"	Stranger C Nr Tonganoxie Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06892000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06892000&agency_cd=USGS	usgs_06892000	39.11632734	-95.01088111
"USA,  MO"	Weldon River At Mill Grove Mo	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06899000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06899000&agency_cd=USGS	usgs_06899000	40.30990833	-93.59491944
"USA,  KS"	Marais Des Cygnes R Nr Reading Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06910800	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06910800&agency_cd=USGS	usgs_06910800	38.56700524	-95.96163206
"USA,  KS"	Dragoon C Nr Burlingame Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06911900	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06911900&agency_cd=USGS	usgs_06911900	38.71069034	-95.8360288
"USA,  KS"	L Osage R At Fulton Ks	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06917000	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06917000&agency_cd=USGS	usgs_06917000	38.01896828	-94.71366829
"USA,  MO"	Turnback Creek Above Greenfield Mo	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06918460	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06918460&agency_cd=USGS	usgs_06918460	37.40236944	-93.80202778
"USA,  MO"	Pomme De Terre River Near Polk Mo	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06921070	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06921070&agency_cd=USGS	usgs_06921070	37.68265278	-93.37033333
"USA,  MO"	Lindley Creek Near Polk Mo	Missouri River Basin 533 Year Annual Streamflow Reconstructions	"Ho, M.; Lall, U.; Cook, E.R."	"Michelle Ho, Upmanu Lall, Edward R. Cook. 2016. Can a paleo-drought record be used to reconstruct streamflow? A case-study for the Missouri River Basin. Water Resources Research. doi: 10.1002/2015WR018444"	https://www.ncdc.noaa.gov/paleo/study/19520	USGS 06921200	USGS	https://waterdata.usgs.gov/nwis/inventory/?site_no=06921200&agency_cd=USGS	usgs_06921200	37.75046667	-93.26618333
